infinitive;infinitif;group;voice;tense;person;latin;french;primitive tenses
uidere;voir;2;actif;plus-que-parfait;5;uideratis;vous aviez vu;uideo, es, ere, uidi, uisum
uidere;voir;2;actif;plus-que-parfait;6;uiderant;ils avaient vu;uideo, es, ere, uidi, uisum
legere;lire;3;actif;présent;1;lego;je lis;lego, is, ere, legi, lectum
legere;lire;3;actif;présent;2;legis;tu lis;lego, is, ere, legi, lectum
legere;lire;3;actif;présent;3;legit;il lit;lego, is, ere, legi, lectum
legere;lire;3;actif;présent;4;legimus;nous lisons;lego, is, ere, legi, lectum
legere;lire;3;actif;présent;5;legitis;vous lisez;lego, is, ere, legi, lectum
legere;lire;3;actif;présent;6;legunt;ils lisent;lego, is, ere, legi, lectum
legere;lire;3;actif;futur;1;legam;je lirai;lego, is, ere, legi, lectum
legere;lire;3;actif;futur;2;leges;tu liras;lego, is, ere, legi, lectum
legere;lire;3;actif;futur;3;leget;il lira;lego, is, ere, legi, lectum
legere;lire;3;actif;futur;4;legemus;nous lirons;lego, is, ere, legi, lectum
legere;lire;3;actif;futur;5;legetis;vous lirez;lego, is, ere, legi, lectum
legere;lire;3;actif;futur;6;legent;ils liront;lego, is, ere, legi, lectum
legere;lire;3;actif;imparfait;1;legebam;je lisais;lego, is, ere, legi, lectum
legere;lire;3;actif;imparfait;2;legebas;tu lisais;lego, is, ere, legi, lectum
legere;lire;3;actif;imparfait;3;legebat;il lisait;lego, is, ere, legi, lectum
legere;lire;3;actif;imparfait;4;legebamus;nous lisions;lego, is, ere, legi, lectum
legere;lire;3;actif;imparfait;5;legebatis;vous lisiez;lego, is, ere, legi, lectum
legere;lire;3;actif;imparfait;6;legebant;ils lisaient;lego, is, ere, legi, lectum
legere;lire;3;actif;parfait;1;legi;j'ai lu;lego, is, ere, legi, lectum
legere;lire;3;actif;parfait;2;legisti;tu as lu;lego, is, ere, legi, lectum
legere;lire;3;actif;parfait;3;legit;il a lu;lego, is, ere, legi, lectum
legere;lire;3;actif;parfait;4;legimus;nous avons lu;lego, is, ere, legi, lectum
legere;lire;3;actif;parfait;5;legistis;vous avez lu;lego, is, ere, legi, lectum
legere;lire;3;actif;parfait;6;legerunt;ils ont lu;lego, is, ere, legi, lectum
legere;lire;3;actif;futur antérieur;1;legero;j'aurai lu;lego, is, ere, legi, lectum
legere;lire;3;actif;futur antérieur;2;legeris;tu auras lu;lego, is, ere, legi, lectum
legere;lire;3;actif;futur antérieur;3;legerit;il aura lu;lego, is, ere, legi, lectum
legere;lire;3;actif;futur antérieur;4;legerimus;nous aurons lu;lego, is, ere, legi, lectum
legere;lire;3;actif;futur antérieur;5;legeritis;vous aurez lu;lego, is, ere, legi, lectum
legere;lire;3;actif;futur antérieur;6;legerint;ils auront lu;lego, is, ere, legi, lectum
legere;lire;3;actif;plus-que-parfait;1;legeram;j'avais lu;lego, is, ere, legi, lectum
legere;lire;3;actif;plus-que-parfait;2;legeras;tu avais lu;lego, is, ere, legi, lectum
legere;lire;3;actif;plus-que-parfait;3;legerat;il avait lu;lego, is, ere, legi, lectum
legere;lire;3;actif;plus-que-parfait;4;legeramus;nous avions lu;lego, is, ere, legi, lectum
legere;lire;3;actif;plus-que-parfait;5;legeratis;vous aviez lu;lego, is, ere, legi, lectum
legere;lire;3;actif;plus-que-parfait;6;legerant;ils avaient lu;lego, is, ere, legi, lectum
legere;cueillir;3;actif;présent;1;lego;je cueille;lego, is, ere, legi, lectum
legere;cueillir;3;actif;présent;2;legis;tu cueilles;lego, is, ere, legi, lectum
legere;cueillir;3;actif;présent;3;legit;il cueille;lego, is, ere, legi, lectum
legere;cueillir;3;actif;présent;4;legimus;nous cueillons;lego, is, ere, legi, lectum
legere;cueillir;3;actif;présent;5;legitis;vous cueillez;lego, is, ere, legi, lectum
legere;cueillir;3;actif;présent;6;legunt;ils cueillent;lego, is, ere, legi, lectum
legere;cueillir;3;actif;futur;1;legam;je cueillerai;lego, is, ere, legi, lectum
legere;cueillir;3;actif;futur;2;leges;tu cueilleras;lego, is, ere, legi, lectum
legere;cueillir;3;actif;futur;3;leget;il cueillera;lego, is, ere, legi, lectum
legere;cueillir;3;actif;futur;4;legemus;nous cueillerons;lego, is, ere, legi, lectum
legere;cueillir;3;actif;futur;5;legetis;vous cueillerez;lego, is, ere, legi, lectum
legere;cueillir;3;actif;futur;6;legent;ils cueilleront;lego, is, ere, legi, lectum
legere;cueillir;3;actif;imparfait;1;legebam;je cueillais;lego, is, ere, legi, lectum
legere;cueillir;3;actif;imparfait;2;legebas;tu cueillais;lego, is, ere, legi, lectum
legere;cueillir;3;actif;imparfait;3;legebat;il cueillait;lego, is, ere, legi, lectum
legere;cueillir;3;actif;imparfait;4;legebamus;nous cueillions;lego, is, ere, legi, lectum
legere;cueillir;3;actif;imparfait;5;legebatis;vous cueilliez;lego, is, ere, legi, lectum
legere;cueillir;3;actif;imparfait;6;legebant;ils cueillaient;lego, is, ere, legi, lectum
legere;cueillir;3;actif;parfait;1;legi;j'ai cueilli;lego, is, ere, legi, lectum
legere;cueillir;3;actif;parfait;2;legisti;tu as cueilli;lego, is, ere, legi, lectum
legere;cueillir;3;actif;parfait;3;legit;il a cueilli;lego, is, ere, legi, lectum
legere;cueillir;3;actif;parfait;4;legimus;nous avons cueilli;lego, is, ere, legi, lectum
legere;cueillir;3;actif;parfait;5;legistis;vous avez cueilli;lego, is, ere, legi, lectum
legere;cueillir;3;actif;parfait;6;legerunt;ils ont cueilli;lego, is, ere, legi, lectum
legere;cueillir;3;actif;futur antérieur;1;legero;j'aurai cueilli;lego, is, ere, legi, lectum
legere;cueillir;3;actif;futur antérieur;2;legeris;tu auras cueilli;lego, is, ere, legi, lectum
legere;cueillir;3;actif;futur antérieur;3;legerit;il aura cueilli;lego, is, ere, legi, lectum
legere;cueillir;3;actif;futur antérieur;4;legerimus;nous aurons cueilli;lego, is, ere, legi, lectum
legere;cueillir;3;actif;futur antérieur;5;legeritis;vous aurez cueilli;lego, is, ere, legi, lectum
legere;cueillir;3;actif;futur antérieur;6;legerint;ils auront cueilli;lego, is, ere, legi, lectum
legere;cueillir;3;actif;plus-que-parfait;1;legeram;j'avais cueilli;lego, is, ere, legi, lectum
legere;cueillir;3;actif;plus-que-parfait;2;legeras;tu avais cueilli;lego, is, ere, legi, lectum
legere;cueillir;3;actif;plus-que-parfait;3;legerat;il avait cueilli;lego, is, ere, legi, lectum
legere;cueillir;3;actif;plus-que-parfait;4;legeramus;nous avions cueilli;lego, is, ere, legi, lectum
legere;cueillir;3;actif;plus-que-parfait;5;legeratis;vous aviez cueilli;lego, is, ere, legi, lectum
legere;cueillir;3;actif;plus-que-parfait;6;legerant;ils avaient cueilli;lego, is, ere, legi, lectum
legere;choisir;3;actif;présent;1;lego;je choisis;lego, is, ere, legi, lectum
legere;choisir;3;actif;présent;2;legis;tu choisis;lego, is, ere, legi, lectum
legere;choisir;3;actif;présent;3;legit;il choisit;lego, is, ere, legi, lectum
legere;choisir;3;actif;présent;4;legimus;nous choisissons;lego, is, ere, legi, lectum
legere;choisir;3;actif;présent;5;legitis;vous choisissez;lego, is, ere, legi, lectum
legere;choisir;3;actif;présent;6;legunt;ils choisissent;lego, is, ere, legi, lectum
legere;choisir;3;actif;futur;1;legam;je choisirai;lego, is, ere, legi, lectum
legere;choisir;3;actif;futur;2;leges;tu choisiras;lego, is, ere, legi, lectum
legere;choisir;3;actif;futur;3;leget;il choisira;lego, is, ere, legi, lectum
legere;choisir;3;actif;futur;4;legemus;nous choisirons;lego, is, ere, legi, lectum
legere;choisir;3;actif;futur;5;legetis;vous choisirez;lego, is, ere, legi, lectum
legere;choisir;3;actif;futur;6;legent;ils choisiront;lego, is, ere, legi, lectum
legere;choisir;3;actif;imparfait;1;legebam;je choisissais;lego, is, ere, legi, lectum
legere;choisir;3;actif;imparfait;2;legebas;tu choisissais;lego, is, ere, legi, lectum
legere;choisir;3;actif;imparfait;3;legebat;il choisissait;lego, is, ere, legi, lectum
legere;choisir;3;actif;imparfait;4;legebamus;nous choisissions;lego, is, ere, legi, lectum
legere;choisir;3;actif;imparfait;5;legebatis;vous choisissiez;lego, is, ere, legi, lectum
legere;choisir;3;actif;imparfait;6;legebant;ils choisissaient;lego, is, ere, legi, lectum
legere;choisir;3;actif;parfait;1;legi;j'ai choisi;lego, is, ere, legi, lectum
legere;choisir;3;actif;parfait;2;legisti;tu as choisi;lego, is, ere, legi, lectum
legere;choisir;3;actif;parfait;3;legit;il a choisi;lego, is, ere, legi, lectum
legere;choisir;3;actif;parfait;4;legimus;nous avons choisi;lego, is, ere, legi, lectum
legere;choisir;3;actif;parfait;5;legistis;vous avez choisi;lego, is, ere, legi, lectum
legere;choisir;3;actif;parfait;6;legerunt;ils ont choisi;lego, is, ere, legi, lectum
legere;choisir;3;actif;futur antérieur;1;legero;j'aurai choisi;lego, is, ere, legi, lectum
legere;choisir;3;actif;futur antérieur;2;legeris;tu auras choisi;lego, is, ere, legi, lectum
legere;choisir;3;actif;futur antérieur;3;legerit;il aura choisi;lego, is, ere, legi, lectum
legere;choisir;3;actif;futur antérieur;4;legerimus;nous aurons choisi;lego, is, ere, legi, lectum
legere;choisir;3;actif;futur antérieur;5;legeritis;vous aurez choisi;lego, is, ere, legi, lectum
legere;choisir;3;actif;futur antérieur;6;legerint;ils auront choisi;lego, is, ere, legi, lectum
legere;choisir;3;actif;plus-que-parfait;1;legeram;j'avais choisi;lego, is, ere, legi, lectum
legere;choisir;3;actif;plus-que-parfait;2;legeras;tu avais choisi;lego, is, ere, legi, lectum
legere;choisir;3;actif;plus-que-parfait;3;legerat;il avait choisi;lego, is, ere, legi, lectum
legere;choisir;3;actif;plus-que-parfait;4;legeramus;nous avions choisi;lego, is, ere, legi, lectum
legere;choisir;3;actif;plus-que-parfait;5;legeratis;vous aviez choisi;lego, is, ere, legi, lectum
legere;choisir;3;actif;plus-que-parfait;6;legerant;ils avaient choisi;lego, is, ere, legi, lectum
colere;cultiver;3;actif;présent;1;colo;je cultive;colo, is, ere, colui, cultum
colere;cultiver;3;actif;présent;2;colis;tu cultives;colo, is, ere, colui, cultum
colere;cultiver;3;actif;présent;3;colit;il cultive;colo, is, ere, colui, cultum
colere;cultiver;3;actif;présent;4;colimus;nous cultivons;colo, is, ere, colui, cultum
colere;cultiver;3;actif;présent;5;colitis;vous cultivez;colo, is, ere, colui, cultum
colere;cultiver;3;actif;présent;6;colunt;ils cultivent;colo, is, ere, colui, cultum
colere;cultiver;3;actif;futur;1;colam;je cultiverai;colo, is, ere, colui, cultum
colere;cultiver;3;actif;futur;2;coles;tu cultiveras;colo, is, ere, colui, cultum
colere;cultiver;3;actif;futur;3;colet;il cultivera;colo, is, ere, colui, cultum
colere;cultiver;3;actif;futur;4;colemus;nous cultiverons;colo, is, ere, colui, cultum
colere;cultiver;3;actif;futur;5;coletis;vous cultiverez;colo, is, ere, colui, cultum
colere;cultiver;3;actif;futur;6;colent;ils cultiveront;colo, is, ere, colui, cultum
colere;cultiver;3;actif;imparfait;1;colebam;je cultivais;colo, is, ere, colui, cultum
colere;cultiver;3;actif;imparfait;2;colebas;tu cultivais;colo, is, ere, colui, cultum
colere;cultiver;3;actif;imparfait;3;colebat;il cultivait;colo, is, ere, colui, cultum
colere;cultiver;3;actif;imparfait;4;colebamus;nous cultivions;colo, is, ere, colui, cultum
colere;cultiver;3;actif;imparfait;5;colebatis;vous cultiviez;colo, is, ere, colui, cultum
colere;cultiver;3;actif;imparfait;6;colebant;ils cultivaient;colo, is, ere, colui, cultum
colere;cultiver;3;actif;parfait;1;colui;j'ai cultivé;colo, is, ere, colui, cultum
colere;cultiver;3;actif;parfait;2;coluisti;tu as cultivé;colo, is, ere, colui, cultum
colere;cultiver;3;actif;parfait;3;coluit;il a cultivé;colo, is, ere, colui, cultum
colere;cultiver;3;actif;parfait;4;coluimus;nous avons cultivé;colo, is, ere, colui, cultum
colere;cultiver;3;actif;parfait;5;coluistis;vous avez cultivé;colo, is, ere, colui, cultum
colere;cultiver;3;actif;parfait;6;coluerunt;ils ont cultivé;colo, is, ere, colui, cultum
colere;cultiver;3;actif;futur antérieur;1;coluero;j'aurai cultivé;colo, is, ere, colui, cultum
colere;cultiver;3;actif;futur antérieur;2;colueris;tu auras cultivé;colo, is, ere, colui, cultum
colere;cultiver;3;actif;futur antérieur;3;coluerit;il aura cultivé;colo, is, ere, colui, cultum
colere;cultiver;3;actif;futur antérieur;4;coluerimus;nous aurons cultivé;colo, is, ere, colui, cultum
colere;cultiver;3;actif;futur antérieur;5;colueritis;vous aurez cultivé;colo, is, ere, colui, cultum
colere;cultiver;3;actif;futur antérieur;6;coluerint;ils auront cultivé;colo, is, ere, colui, cultum
colere;cultiver;3;actif;plus-que-parfait;1;colueram;j'avais cultivé;colo, is, ere, colui, cultum
colere;cultiver;3;actif;plus-que-parfait;2;colueras;tu avais cultivé;colo, is, ere, colui, cultum
colere;cultiver;3;actif;plus-que-parfait;3;coluerat;il avait cultivé;colo, is, ere, colui, cultum
colere;cultiver;3;actif;plus-que-parfait;4;colueramus;nous avions cultivé;colo, is, ere, colui, cultum
colere;cultiver;3;actif;plus-que-parfait;5;colueratis;vous aviez cultivé;colo, is, ere, colui, cultum
colere;cultiver;3;actif;plus-que-parfait;6;coluerant;ils avaient cultivé;colo, is, ere, colui, cultum
colere;honorer;3;actif;présent;1;colo;j'honore;colo, is, ere, colui, cultum
colere;honorer;3;actif;présent;2;colis;tu honores;colo, is, ere, colui, cultum
colere;honorer;3;actif;présent;3;colit;il honore;colo, is, ere, colui, cultum
colere;honorer;3;actif;présent;4;colimus;nous honorons;colo, is, ere, colui, cultum
colere;honorer;3;actif;présent;5;colitis;vous honorez;colo, is, ere, colui, cultum
colere;honorer;3;actif;présent;6;colunt;ils honorent;colo, is, ere, colui, cultum
colere;honorer;3;actif;futur;1;colam;j'honorerai;colo, is, ere, colui, cultum
colere;honorer;3;actif;futur;2;coles;tu honoreras;colo, is, ere, colui, cultum
colere;honorer;3;actif;futur;3;colet;il honorera;colo, is, ere, colui, cultum
colere;honorer;3;actif;futur;4;colemus;nous honorerons;colo, is, ere, colui, cultum
colere;honorer;3;actif;futur;5;coletis;vous honorerez;colo, is, ere, colui, cultum
colere;honorer;3;actif;futur;6;colent;ils honoreront;colo, is, ere, colui, cultum
colere;honorer;3;actif;imparfait;1;colebam;j'honorais;colo, is, ere, colui, cultum
colere;honorer;3;actif;imparfait;2;colebas;tu honorais;colo, is, ere, colui, cultum
colere;honorer;3;actif;imparfait;3;colebat;il honorait;colo, is, ere, colui, cultum
colere;honorer;3;actif;imparfait;4;colebamus;nous honorions;colo, is, ere, colui, cultum
colere;honorer;3;actif;imparfait;5;colebatis;vous honoriez;colo, is, ere, colui, cultum
colere;honorer;3;actif;imparfait;6;colebant;ils honoraient;colo, is, ere, colui, cultum
colere;honorer;3;actif;parfait;1;colui;j'ai honoré;colo, is, ere, colui, cultum
colere;honorer;3;actif;parfait;2;coluisti;tu as honoré;colo, is, ere, colui, cultum
colere;honorer;3;actif;parfait;3;coluit;il a honoré;colo, is, ere, colui, cultum
colere;honorer;3;actif;parfait;4;coluimus;nous avons honoré;colo, is, ere, colui, cultum
colere;honorer;3;actif;parfait;5;coluistis;vous avez honoré;colo, is, ere, colui, cultum
colere;honorer;3;actif;parfait;6;coluerunt;ils ont honoré;colo, is, ere, colui, cultum
colere;honorer;3;actif;futur antérieur;1;coluero;j'aurai honoré;colo, is, ere, colui, cultum
colere;honorer;3;actif;futur antérieur;2;colueris;tu auras honoré;colo, is, ere, colui, cultum
colere;honorer;3;actif;futur antérieur;3;coluerit;il aura honoré;colo, is, ere, colui, cultum
colere;honorer;3;actif;futur antérieur;4;coluerimus;nous aurons honoré;colo, is, ere, colui, cultum
colere;honorer;3;actif;futur antérieur;5;colueritis;vous aurez honoré;colo, is, ere, colui, cultum
colere;honorer;3;actif;futur antérieur;6;coluerint;ils auront honoré;colo, is, ere, colui, cultum
colere;honorer;3;actif;plus-que-parfait;1;colueram;j'avais honoré;colo, is, ere, colui, cultum
colere;honorer;3;actif;plus-que-parfait;2;colueras;tu avais honoré;colo, is, ere, colui, cultum
colere;honorer;3;actif;plus-que-parfait;3;coluerat;il avait honoré;colo, is, ere, colui, cultum
colere;honorer;3;actif;plus-que-parfait;4;colueramus;nous avions honoré;colo, is, ere, colui, cultum
colere;honorer;3;actif;plus-que-parfait;5;colueratis;vous aviez honoré;colo, is, ere, colui, cultum
colere;honorer;3;actif;plus-que-parfait;6;coluerant;ils avaient honoré;colo, is, ere, colui, cultum
colere;habiter;3;actif;présent;1;colo;j'habite;colo, is, ere, colui, cultum
colere;habiter;3;actif;présent;2;colis;tu habites;colo, is, ere, colui, cultum
colere;habiter;3;actif;présent;3;colit;il habite;colo, is, ere, colui, cultum
colere;habiter;3;actif;présent;4;colimus;nous habitons;colo, is, ere, colui, cultum
colere;habiter;3;actif;présent;5;colitis;vous habitez;colo, is, ere, colui, cultum
colere;habiter;3;actif;présent;6;colunt;ils habitent;colo, is, ere, colui, cultum
colere;habiter;3;actif;futur;1;colam;j'habiterai;colo, is, ere, colui, cultum
colere;habiter;3;actif;futur;2;coles;tu habiteras;colo, is, ere, colui, cultum
colere;habiter;3;actif;futur;3;colet;il habitera;colo, is, ere, colui, cultum
colere;habiter;3;actif;futur;4;colemus;nous habiterons;colo, is, ere, colui, cultum
colere;habiter;3;actif;futur;5;coletis;vous habiterez;colo, is, ere, colui, cultum
colere;habiter;3;actif;futur;6;colent;ils habiteront;colo, is, ere, colui, cultum
colere;habiter;3;actif;imparfait;1;colebam;j'habitais;colo, is, ere, colui, cultum
colere;habiter;3;actif;imparfait;2;colebas;tu habitais;colo, is, ere, colui, cultum
colere;habiter;3;actif;imparfait;3;colebat;il habitait;colo, is, ere, colui, cultum
colere;habiter;3;actif;imparfait;4;colebamus;nous habitions;colo, is, ere, colui, cultum
colere;habiter;3;actif;imparfait;5;colebatis;vous habitiez;colo, is, ere, colui, cultum
colere;habiter;3;actif;imparfait;6;colebant;ils habitaient;colo, is, ere, colui, cultum
colere;habiter;3;actif;parfait;1;colui;j'ai habité;colo, is, ere, colui, cultum
colere;habiter;3;actif;parfait;2;coluisti;tu as habité;colo, is, ere, colui, cultum
colere;habiter;3;actif;parfait;3;coluit;il a habité;colo, is, ere, colui, cultum
colere;habiter;3;actif;parfait;4;coluimus;nous avons habité;colo, is, ere, colui, cultum
colere;habiter;3;actif;parfait;5;coluistis;vous avez habité;colo, is, ere, colui, cultum
colere;habiter;3;actif;parfait;6;coluerunt;ils ont habité;colo, is, ere, colui, cultum
colere;habiter;3;actif;futur antérieur;1;coluero;j'aurai habité;colo, is, ere, colui, cultum
colere;habiter;3;actif;futur antérieur;2;colueris;tu auras habité;colo, is, ere, colui, cultum
colere;habiter;3;actif;futur antérieur;3;coluerit;il aura habité;colo, is, ere, colui, cultum
colere;habiter;3;actif;futur antérieur;4;coluerimus;nous aurons habité;colo, is, ere, colui, cultum
colere;habiter;3;actif;futur antérieur;5;colueritis;vous aurez habité;colo, is, ere, colui, cultum
colere;habiter;3;actif;futur antérieur;6;coluerint;ils auront habité;colo, is, ere, colui, cultum
colere;habiter;3;actif;plus-que-parfait;1;colueram;j'avais habité;colo, is, ere, colui, cultum
colere;habiter;3;actif;plus-que-parfait;2;colueras;tu avais habité;colo, is, ere, colui, cultum
colere;habiter;3;actif;plus-que-parfait;3;coluerat;il avait habité;colo, is, ere, colui, cultum
colere;habiter;3;actif;plus-que-parfait;4;colueramus;nous avions habité;colo, is, ere, colui, cultum
colere;habiter;3;actif;plus-que-parfait;5;colueratis;vous aviez habité;colo, is, ere, colui, cultum
colere;habiter;3;actif;plus-que-parfait;6;coluerant;ils avaient habité;colo, is, ere, colui, cultum
dicere;dire;3;actif;présent;1;dico;je dis;dico, is, ere, dixi, dictum
dicere;dire;3;actif;présent;2;dicis;tu dis;dico, is, ere, dixi, dictum
dicere;dire;3;actif;présent;3;dicit;il dit;dico, is, ere, dixi, dictum
dicere;dire;3;actif;présent;4;dicimus;nous disons;dico, is, ere, dixi, dictum
dicere;dire;3;actif;présent;5;dicitis;vous dites;dico, is, ere, dixi, dictum
dicere;dire;3;actif;présent;6;dicunt;ils disent;dico, is, ere, dixi, dictum
dicere;dire;3;actif;futur;1;dicam;je dirai;dico, is, ere, dixi, dictum
dicere;dire;3;actif;futur;2;dices;tu diras;dico, is, ere, dixi, dictum
dicere;dire;3;actif;futur;3;dicet;il dira;dico, is, ere, dixi, dictum
dicere;dire;3;actif;futur;4;dicemus;nous dirons;dico, is, ere, dixi, dictum
dicere;dire;3;actif;futur;5;dicetis;vous direz;dico, is, ere, dixi, dictum
dicere;dire;3;actif;futur;6;dicent;ils diront;dico, is, ere, dixi, dictum
dicere;dire;3;actif;imparfait;1;dicebam;je disais;dico, is, ere, dixi, dictum
dicere;dire;3;actif;imparfait;2;dicebas;tu disais;dico, is, ere, dixi, dictum
dicere;dire;3;actif;imparfait;3;dicebat;il disait;dico, is, ere, dixi, dictum
dicere;dire;3;actif;imparfait;4;dicebamus;nous disions;dico, is, ere, dixi, dictum
dicere;dire;3;actif;imparfait;5;dicebatis;vous disiez;dico, is, ere, dixi, dictum
dicere;dire;3;actif;imparfait;6;dicebant;ils disaient;dico, is, ere, dixi, dictum
dicere;dire;3;actif;parfait;1;dixi;j'ai dit;dico, is, ere, dixi, dictum
dicere;dire;3;actif;parfait;2;dixisti;tu as dit;dico, is, ere, dixi, dictum
dicere;dire;3;actif;parfait;3;dixit;il a dit;dico, is, ere, dixi, dictum
dicere;dire;3;actif;parfait;4;diximus;nous avons dit;dico, is, ere, dixi, dictum
dicere;dire;3;actif;parfait;5;dixistis;vous avez dit;dico, is, ere, dixi, dictum
dicere;dire;3;actif;parfait;6;dixerunt;ils ont dit;dico, is, ere, dixi, dictum
dicere;dire;3;actif;futur antérieur;1;dixero;j'aurai dit;dico, is, ere, dixi, dictum
dicere;dire;3;actif;futur antérieur;2;dixeris;tu auras dit;dico, is, ere, dixi, dictum
dicere;dire;3;actif;futur antérieur;3;dixerit;il aura dit;dico, is, ere, dixi, dictum
dicere;dire;3;actif;futur antérieur;4;dixerimus;nous aurons dit;dico, is, ere, dixi, dictum
dicere;dire;3;actif;futur antérieur;5;dixeritis;vous aurez dit;dico, is, ere, dixi, dictum
dicere;dire;3;actif;futur antérieur;6;dixerint;ils auront dit;dico, is, ere, dixi, dictum
dicere;dire;3;actif;plus-que-parfait;1;dixeram;j'avais dit;dico, is, ere, dixi, dictum
dicere;dire;3;actif;plus-que-parfait;2;dixeras;tu avais dit;dico, is, ere, dixi, dictum
dicere;dire;3;actif;plus-que-parfait;3;dixerat;il avait dit;dico, is, ere, dixi, dictum
dicere;dire;3;actif;plus-que-parfait;4;dixeramus;nous avions dit;dico, is, ere, dixi, dictum
dicere;dire;3;actif;plus-que-parfait;5;dixeratis;vous aviez dit;dico, is, ere, dixi, dictum
dicere;dire;3;actif;plus-que-parfait;6;dixerant;ils avaient dit;dico, is, ere, dixi, dictum
ducere;conduire;3;actif;présent;1;duco;je conduis;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;présent;2;ducis;tu conduis;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;présent;3;ducit;il conduit;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;présent;4;ducimus;nous conduisons;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;présent;5;ducitis;vous conduisez;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;présent;6;ducunt;ils conduisent;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;futur;1;ducam;je conduirai;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;futur;2;duces;tu conduiras;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;futur;3;ducet;il conduira;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;futur;4;ducemus;nous conduirons;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;futur;5;ducetis;vous conduirez;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;futur;6;ducent;ils conduiront;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;imparfait;1;ducebam;je conduisais;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;imparfait;2;ducebas;tu conduisais;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;imparfait;3;ducebat;il conduisait;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;imparfait;4;ducebamus;nous conduisions;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;imparfait;5;ducebatis;vous conduisiez;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;imparfait;6;ducebant;ils conduisaient;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;parfait;1;duxi;j'ai conduit;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;parfait;2;duxisti;tu as conduit;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;parfait;3;duxit;il a conduit;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;parfait;4;duximus;nous avons conduit;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;parfait;5;duxistis;vous avez conduit;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;parfait;6;duxerunt;ils ont conduit;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;futur antérieur;1;duxero;j'aurai conduit;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;futur antérieur;2;duxeris;tu auras conduit;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;futur antérieur;3;duxerit;il aura conduit;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;futur antérieur;4;duxerimus;nous aurons conduit;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;futur antérieur;5;duxeritis;vous aurez conduit;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;futur antérieur;6;duxerint;ils auront conduit;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;plus-que-parfait;1;duxeram;j'avais conduit;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;plus-que-parfait;2;duxeras;tu avais conduit;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;plus-que-parfait;3;duxerat;il avait conduit;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;plus-que-parfait;4;duxeramus;nous avions conduit;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;plus-que-parfait;5;duxeratis;vous aviez conduit;duco, is, ere, duxi, ductum
ducere;conduire;3;actif;plus-que-parfait;6;duxerant;ils avaient conduit;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;présent;1;duco;je considère;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;présent;2;ducis;tu considères;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;présent;3;ducit;il considère;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;présent;4;ducimus;nous considérons;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;présent;5;ducitis;vous considérez;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;présent;6;ducunt;ils considèrent;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;futur;1;ducam;je considérerai;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;futur;2;duces;tu considéreras;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;futur;3;ducet;il considérera;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;futur;4;ducemus;nous considérerons;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;futur;5;ducetis;vous considérerez;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;futur;6;ducent;ils considéreront;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;imparfait;1;ducebam;je considérais;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;imparfait;2;ducebas;tu considérais;duco, is, ere, duxi, ductum
